"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-09-22 ~ 2025-09-21"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 용인시 수지구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"1084","경기도 용인시 수지구 풍덕천동","1028","1028","0000","신정6단지(상록)공무원","84.9800","202506","26","86,500","-","3","개인","개인","2000","풍덕천로 33","-","중개거래","경기 용인시 수지구","-"
"1085","경기도 용인시 수지구 죽전동","454","0454","0000","더리버하임","59.9400","202506","26","62,900","102","18","개인","개인","1999","대지로 19","-","중개거래","경기 용인시 수지구","25.08.01"
"1086","경기도 용인시 수지구 죽전동","172-1","0172","0001","용인죽전동부센트레빌","127.9350","202506","26","69,500","-","7","개인","개인","1998","대지로 139","-","중개거래","경기 용인시 수지구","-"
"1087","경기도 용인시 수지구 성복동","814","0814","0000","성복역롯데캐슬파크나인","116.9300","202506","26","136,000","-","13","개인","개인","2020","성복1로 13","-","중개거래","경기 용인시 수지구","-"
"1088","경기도 용인시 수지구 풍덕천동","1183","1183","0000","정자뜰마을태영데시앙1차","84.6580","202506","26","104,500","103","23","개인","개인","2004","수지로 166","-","중개거래","경기 용인시 수지구","25.08.20"
"1089","경기도 용인시 수지구 풍덕천동","1167","1167","0000","진산마을삼성5차","114.0019","202506","26","118,000","520","15","개인","개인","2003","진산로66번길 10","-","중개거래","경기 용인시 수지구","25.08.29"
"1090","경기도 용인시 수지구 성복동","789","0789","0000","성복역롯데캐슬골드타운","84.9126","202506","26","143,000","-","14","개인","개인","2019","성복2로 10","-","중개거래","경기 용인시 수지구","-"
"1091","경기도 용인시 수지구 성복동","167","0167","0000","성복역KCC스위첸","84.9900","202506","26","80,000","103","20","개인","개인","2019","성복1로 62","-","중개거래","경기 용인시 수지구","25.07.18"
"1092","경기도 용인시 수지구 상현동","856","0856","0000","만현마을2단지아이파크","99.9125","202506","26","76,850","201","11","개인","개인","2002","만현로67번길 9","-","중개거래","경기 용인시 수지구","25.08.28"
"1093","경기도 용인시 수지구 상현동","853","0853","0000","광교상현마을현대","79.3360","202506","26","75,000","4704","4","개인","개인","2001","상현로 2","-","중개거래","경기 용인시 수지구","25.08.29"
"1094","경기도 용인시 수지구 상현동","832","0832","0000","상현마을금호베스트빌2단지","175.1930","202506","26","78,000","-","3","개인","법인","2001","상현로 58","-","중개거래","경기 수원시 영통구, 경기 용인시 수지구","-"
"1095","경기도 용인시 수지구 죽전동","1165","1165","0000","새터마을죽전힐스테이트","84.9959","202506","26","76,000","-","3","개인","개인","2004","현암로125번길 11","-","중개거래","경기 성남시 분당구, 경기 용인시 수지구","-"
"1096","경기도 용인시 수지구 죽전동","1182","1182","0000","내대지마을건영캐스빌","84.5773","202506","26","73,000","-","2","개인","개인","2004","죽전로 267","-","중개거래","경기 성남시 분당구, 경기 용인시 수지구","-"
"1097","경기도 용인시 수지구 죽전동","1381","1381","0000","내대지마을진흥더블파크","102.1080","202506","26","61,000","-","2","개인","개인","2004","죽전로254번길 29","-","중개거래","경기 용인시 수지구","-"
"1098","경기도 용인시 수지구 죽전동","1304","1304","0000","꽃메마을힐스테이트(4차3단지)","84.9959","202506","26","68,500","433","1","개인","개인","2004","죽전로 87","-","중개거래","경기 용인시 수지구","25.09.05"
"1099","경기도 용인시 수지구 죽전동","1306","1306","0000","꽃메마을한라프로방스","122.3300","202506","26","76,000","301","4","개인","법인","2004","죽전로 111","-","중개거래","경기 용인시 수지구","25.09.05"
"1100","경기도 용인시 수지구 죽전동","1118","1118","0000","대지마을현대홈타운3차2단지","122.6640","202506","26","94,800","509","18","개인","개인","2003","대지로15번길 60","-","중개거래","경기 용인시 수지구","25.09.15"
"1101","경기도 용인시 수지구 죽전동","883-1","0883","0001","죽전아이뷰","135.0750","202506","26","81,000","105","7","개인","개인","1999","현암로 3","-","중개거래","경기 용인시 수지구","25.08.14"
"1102","경기도 용인시 수지구 죽전동","414","0414","0000","도담마을7단지뜨리에체","59.9900","202506","26","54,500","-","11","개인","개인","1999","푸른솔로 49","-","중개거래","경기 성남시 분당구, 경기 용인시 수지구","-"
"1103","경기도 용인시 수지구 풍덕천동","700-1","0700","0001","현대","84.5100","202506","26","89,200","105","7","개인","개인","1994","수지로342번길 18","-","중개거래","경기 용인시 수지구","25.09.11"
"1104","경기도 용인시 수지구 죽전동","414","0414","0000","도담마을7단지뜨리에체","59.9900","202506","26","54,500","-","11","개인","개인","1999","푸른솔로 49","20250630","중개거래","경기 성남시 분당구, 경기 용인시 수지구","-"
"1105","경기도 용인시 수지구 풍덕천동","700-1","0700","0001","현대","60.0300","202506","26","73,000","-","10","개인","개인","1994","수지로342번길 18","-","중개거래","경기 용인시 수지구","-"
"1106","경기도 용인시 수지구 풍덕천동","698-2","0698","0002","한성","59.5400","202506","26","72,000","-","15","개인","개인","1995","문정로 55","-","중개거래","경기 용인시 수지구","-"
"1107","경기도 용인시 수지구 풍덕천동","698-2","0698","0002","한성","59.5400","202506","26","72,000","-","15","개인","개인","1995","문정로 55","20250627","중개거래","경기 용인시 수지구","-"
"1108","경기도 용인시 수지구 풍덕천동","699","0699","0000","한국","62.2600","202506","26","75,000","-","5","개인","개인","1995","정평로 116","-","중개거래","경기 용인시 수지구","-"
"1109","경기도 용인시 수지구 동천동","914","0914","0000","동천디이스트","84.9110","202506","25","93,000","506","22","개인","개인","2007","동천로 64","-","중개거래","경기 용인시 수지구","25.07.18"
"1110","경기도 용인시 수지구 풍덕천동","1065","1065","0000","신정마을주공1","59.3900","202506","25","89,800","-","13","개인","개인","2000","풍덕천로 91","-","중개거래","경기 용인시 수지구","-"
"1111","경기도 용인시 수지구 풍덕천동","1060","1060","0000","신정7단지(상록)공무원","84.9800","202506","25","104,000","-","10","개인","개인","2000","풍덕천로 75","-","중개거래","경기 성남시 분당구, 경기 용인시 수지구","-"
"1112","경기도 용인시 수지구 풍덕천동","692-1","0692","0001","수지삼성2차","59.9985","202506","25","69,000","201","11","개인","개인","1995","수풍로 38","-","중개거래","경기 용인시 수지구","25.08.21"
"1113","경기도 용인시 수지구 풍덕천동","692-1","0692","0001","수지삼성2차","59.9985","202506","25","72,700","201","15","개인","개인","1995","수풍로 38","-","중개거래","경기 용인시 수지구","25.09.11"
"1114","경기도 용인시 수지구 풍덕천동","693","0693","0000","삼성1","134.9700","202506","25","86,000","101","12","개인","개인","1994","수풍로 13","-","중개거래","경기 용인시 수지구","25.09.11"
"1115","경기도 용인시 수지구 죽전동","1116","1116","0000","도담마을힐스테이트4차1단지","123.9470","202506","25","84,500","101","10","개인","개인","2003","푸른솔로 55","-","중개거래","경기 용인시 수지구","25.09.15"
"1116","경기도 용인시 수지구 죽전동","1116","1116","0000","도담마을힐스테이트4차1단지","123.9470","202506","25","75,000","101","4","개인","개인","2003","푸른솔로 55","-","중개거래","경기 광주시","25.08.13"
"1117","경기도 용인시 수지구 신봉동","976","0976","0000","신봉동일하이빌4단지","165.6890","202506","25","90,000","405","15","개인","개인","2010","신봉3로12번길 9","-","직거래","-","25.07.01"
"1118","경기도 용인시 수지구 신봉동","870","0870","0000","신봉마을엘지빌리지5차(A)","164.5170","202506","25","77,200","-","6","개인","개인","2002","신봉1로 112-2","-","중개거래","경기 용인시 수지구","-"
"1119","경기도 용인시 수지구 신봉동","870","0870","0000","신봉마을엘지빌리지5차(A)","164.5170","202506","25","77,200","-","6","개인","개인","2002","신봉1로 112-2","-","중개거래","경기 용인시 수지구","-"
"1120","경기도 용인시 수지구 동천동","912","0912","0000","보뜨랑벽산","84.9800","202506","25","71,700","102","12","개인","개인","2004","신수로783번길 50","-","중개거래","경기 용인시 수지구","25.07.30"
"1121","경기도 용인시 수지구 동천동","산151-2","0151","0002","더샵동천이스트포레","78.2273","202506","25","94,500","-","6","개인","개인","2020","수풍로 89","-","중개거래","경기 용인시 수지구","-"
"1122","경기도 용인시 수지구 동천동","산151-2","0151","0002","더샵동천이스트포레","84.9571","202506","25","105,000","-","23","개인","개인","2020","수풍로 89","-","중개거래","경기 용인시 수지구","-"
"1123","경기도 용인시 수지구 동천동","산151-2","0151","0002","더샵동천이스트포레","78.2273","202506","25","94,500","102동","10","개인","개인","2020","수풍로 89","-","중개거래","경기 용인시 수지구","25.09.09"
"1124","경기도 용인시 수지구 동천동","935","0935","0000","래미안이스트팰리스1단지","117.5100","202506","25","122,500","1106","12","개인","개인","2010","동천로153번길 7","-","중개거래","경기 용인시 수지구","25.07.15"
"1125","경기도 용인시 수지구 풍덕천동","700-1","0700","0001","현대","60.0300","202506","25","65,000","-","3","개인","개인","1994","수지로342번길 18","-","중개거래","경기 용인시 수지구","-"
"1126","경기도 용인시 수지구 죽전동","1003-8","1003","0008","현암마을동성2차","60.0000","202506","25","60,000","104","1","개인","개인","1999","용구대로 2720","-","중개거래","경기 용인시 기흥구","25.08.22"
"1127","경기도 용인시 수지구 죽전동","1003-8","1003","0008","현암마을동성2차","60.0000","202506","25","60,000","-","1","개인","개인","1999","용구대로 2720","20250625","중개거래","경기 용인시 기흥구","-"
"1128","경기도 용인시 수지구 죽전동","1003-8","1003","0008","현암마을동성2차","60.0000","202506","25","60,000","-","1","개인","개인","1999","용구대로 2720","20250714","중개거래","경기 용인시 기흥구","-"
"1129","경기도 용인시 수지구 죽전동","339","0339","0000","도담마을죽전파크빌","59.6850","202506","25","57,000","902","11","개인","개인","1997","정든로 22","-","중개거래","경기 용인시 수지구","25.09.12"
"1130","경기도 용인시 수지구 죽전동","453-1","0453","0001","한신","84.8300","202506","25","61,700","-","10","개인","개인","1998","대지로 27","-","중개거래","경기 용인시 수지구","-"
"1131","경기도 용인시 수지구 상현동","857","0857","0000","성복역아이파크","84.9716","202506","25","84,900","1004","14","개인","개인","2002","상현로 142","-","중개거래","경기 용인시 수지구","25.09.09"
"1132","경기도 용인시 수지구 상현동","30","0030","0000","진산마을성원상떼빌아파트","59.9900","202506","25","61,500","110","5","개인","개인","1997","진산로 24","-","중개거래","경기 용인시 수지구","25.09.01"
"1133","경기도 용인시 수지구 상현동","1","0001","0000","성복역리버파크","84.9650","202506","25","67,000","-","2","개인","개인","1998","포은대로 298","-","중개거래","경기 용인시 수지구","-"
"1134","경기도 용인시 수지구 상현동","1","0001","0000","성복역리버파크","84.9650","202506","25","67,000","-","2","개인","개인","1998","포은대로 298","20250808","중개거래","경기 용인시 수지구","-"
"1135","경기도 용인시 수지구 상현동","1113","1113","0000","광교더힐","84.9600","202506","25","104,500","-","12","개인","개인","2014","광교마을로 11","-","중개거래","경기 용인시 수지구","-"
"1136","경기도 용인시 수지구 상현동","1115","1115","0000","광교경남아너스빌","84.9900","202506","25","113,000","4303","11","개인","개인","2011","광교마을로 2","-","중개거래","경기 용인시 수지구","25.07.04"
"1137","경기도 용인시 수지구 상현동","842","0842","0000","상현마을수지센트럴아이파크","133.4246","202506","25","105,000","-","16","개인","개인","2006","상현로 101","-","중개거래","경기 용인시 수지구","-"
"1138","경기도 용인시 수지구 성복동","726","0726","0000","LG빌리지3","164.2420","202506","25","102,500","-","11","개인","개인","2002","성복2로 126","-","중개거래","경기 용인시 수지구","-"
"1139","경기도 용인시 수지구 성복동","155","0155","0000","성동마을엘지빌리지1차","161.5190","202506","25","94,000","-","1","개인","개인","2001","성복2로 86","20250708","중개거래","경기 용인시 수지구","-"
"1140","경기도 용인시 수지구 성복동","155","0155","0000","성동마을엘지빌리지1차","192.6200","202506","25","113,000","114","5","개인","개인","2001","성복2로 86","-","중개거래","경기 용인시 수지구","25.07.02"
"1141","경기도 용인시 수지구 성복동","155","0155","0000","성동마을엘지빌리지1차","244.6630","202506","25","136,000","-","15","개인","개인","2001","성복2로 86","-","중개거래","경기 용인시 수지구","-"
"1142","경기도 용인시 수지구 성복동","819","0819","0000","성복역롯데캐슬클라시엘","101.8200","202506","25","119,500","-","12","개인","개인","2021","성복1로 35","-","중개거래","경기 수원시 영통구, 경기 용인시 수지구","-"
"1143","경기도 용인시 수지구 성복동","819","0819","0000","성복역롯데캐슬클라시엘","84.9100","202506","25","110,000","-","9","개인","개인","2021","성복1로 35","-","중개거래","경기 용인시 수지구","-"
"1144","경기도 용인시 수지구 성복동","814","0814","0000","성복역롯데캐슬파크나인","116.9300","202506","25","142,000","-","17","개인","개인","2020","성복1로 13","-","중개거래","경기 용인시 수지구","-"
"1145","경기도 용인시 수지구 성복동","771","0771","0000","버들치마을성복힐스테이트1차","101.9540","202506","25","88,300","102","5","개인","개인","2011","성복1로 91","-","중개거래","경기 용인시 수지구","25.09.11"
"1146","경기도 용인시 수지구 성복동","753","0753","0000","버들치마을경남아너스빌1차","84.9362","202506","25","60,000","100","1","개인","개인","2007","성복1로 157","-","중개거래","경기 용인시 수지구","25.08.29"
"1147","경기도 용인시 수지구 성복동","789","0789","0000","성복역롯데캐슬골드타운","99.9845","202506","24","161,000","-","10","개인","개인","2019","성복2로 10","-","중개거래","경기 용인시 수지구","-"
"1148","경기도 용인시 수지구 성복동","155","0155","0000","성동마을엘지빌리지1차","192.6200","202506","24","109,000","-","2","개인","개인","2001","성복2로 86","-","중개거래","경기 용인시 수지구","-"
"1149","경기도 용인시 수지구 성복동","155","0155","0000","성동마을엘지빌리지1차","161.5190","202506","24","94,000","116","1","개인","개인","2001","성복2로 86","-","중개거래","경기 용인시 수지구","25.07.10"
"1150","경기도 용인시 수지구 성복동","819","0819","0000","성복역롯데캐슬클라시엘","84.9500","202506","24","111,000","-","5","개인","개인","2021","성복1로 35","-","중개거래","경기 용인시 수지구","-"
"1151","경기도 용인시 수지구 성복동","789","0789","0000","성복역롯데캐슬골드타운","99.9845","202506","24","155,000","-","18","개인","개인","2019","성복2로 10","-","중개거래","경기 용인시 수지구","-"
"1152","경기도 용인시 수지구 성복동","789","0789","0000","성복역롯데캐슬골드타운","99.9845","202506","24","160,000","-","6","개인","개인","2019","성복2로 10","-","중개거래","경기 용인시 수지구","-"
"1153","경기도 용인시 수지구 성복동","789","0789","0000","성복역롯데캐슬골드타운","99.9845","202506","24","160,000","-","6","개인","개인","2019","성복2로 10","-","중개거래","경기 용인시 수지구","-"
"1154","경기도 용인시 수지구 성복동","771","0771","0000","버들치마을성복힐스테이트1차","134.8590","202506","24","94,000","110","6","개인","개인","2011","성복1로 91","-","중개거래","경기 용인시 수지구","25.07.31"
"1155","경기도 용인시 수지구 성복동","767","0767","0000","버들치마을성복자이2차","179.9860","202506","24","127,000","-","6","개인","개인","2010","성복2로 251","-","중개거래","경기 용인시 수지구","-"
"1156","경기도 용인시 수지구 성복동","760","0760","0000","버들치마을성복힐스테이트3차","95.1480","202506","24","81,800","-","5","개인","개인","2010","성복2로 220","-","중개거래","경기 용인시 수지구","-"
"1157","경기도 용인시 수지구 성복동","754","0754","0000","버들치마을경남아너스빌2차","84.9362","202506","24","66,000","-","10","개인","개인","2010","성복1로163번길 11","-","중개거래","경기 용인시 수지구","-"
"1158","경기도 용인시 수지구 성복동","753","0753","0000","버들치마을경남아너스빌1차","84.9362","202506","24","62,000","108","15","개인","개인","2007","성복1로 157","-","중개거래","경기 용인시 수지구","25.07.31"
"1159","경기도 용인시 수지구 성복동","753","0753","0000","버들치마을경남아너스빌1차","84.9362","202506","24","63,000","105","9","개인","개인","2007","성복1로 157","-","중개거래","경기 용인시 수지구","25.07.31"
"1160","경기도 용인시 수지구 상현동","1134","1134","0000","광교자이더클래스","59.9300","202506","24","104,500","4208","5","개인","개인","2012","광교마을로 62","-","중개거래","경기 용인시 수지구","25.09.05"
"1161","경기도 용인시 수지구 상현동","827","0827","0000","수지금호베스트빌TheEdu","135.5540","202506","24","74,000","-","5","개인","개인","2001","상현로 59","-","중개거래","경기 용인시 수지구","-"
"1162","경기도 용인시 수지구 상현동","827","0827","0000","수지금호베스트빌TheEdu","135.5540","202506","24","76,500","-","3","개인","개인","2001","상현로 59","-","중개거래","경기 용인시 수지구","-"
"1163","경기도 용인시 수지구 상현동","850","0850","0000","만현마을쌍용1차","143.4400","202506","24","72,000","-","1","개인","개인","2001","만현로 107","-","중개거래","경기 용인시 수지구","-"
"1164","경기도 용인시 수지구 상현동","857","0857","0000","성복역아이파크","59.5915","202506","24","73,300","1010","15","개인","개인","2002","상현로 142","-","중개거래","경기 용인시 수지구","25.09.12"
"1165","경기도 용인시 수지구 상현동","858","0858","0000","만현마을5단지아이파크","99.9125","202506","24","78,500","-","9","개인","개인","2002","만현로 79","-","중개거래","경기 용인시 수지구, 경기 화성시","-"
"1166","경기도 용인시 수지구 상현동","864","0864","0000","만현마을3단지성원쌍떼빌","84.9750","202506","24","71,000","-","9","개인","개인","2002","만현로67번길 19","-","중개거래","경기 용인시 수지구, 서울 서초구","-"
"1167","경기도 용인시 수지구 죽전동","89-1","0089","0001","죽전현대1차","59.9700","202506","24","47,000","-","10","개인","개인","1999","죽전로 244","-","중개거래","경기 용인시 수지구","-"
"1168","경기도 용인시 수지구 죽전동","1112","1112","0000","중앙하이츠","153.7850","202506","24","86,500","-","9","개인","개인","2001","현암로63번길 2","-","중개거래","경기 성남시 분당구, 경기 용인시 수지구","-"
"1169","경기도 용인시 수지구 죽전동","1003-8","1003","0008","현암마을동성2차","134.8800","202506","24","88,000","102","15","개인","개인","1999","용구대로 2720","-","중개거래","경기 용인시 수지구","25.08.21"
"1170","경기도 용인시 수지구 죽전동","951","0951","0000","벽산(502동)","164.9300","202506","24","105,500","-","10","개인","개인","1997","용구대로2801번길 29","-","중개거래","경기 용인시 수지구","-"
"1171","경기도 용인시 수지구 동천동","932","0932","0000","래미안이스트팰리스3단지","84.9900","202506","24","92,000","1312","1","개인","개인","2010","동천로135번길 21","-","중개거래","경기 용인시 수지구","25.06.30"
"1172","경기도 용인시 수지구 동천동","935","0935","0000","래미안이스트팰리스1단지","148.6600","202506","24","119,000","-","15","개인","개인","2010","동천로153번길 7","-","중개거래","경기 용인시 수지구","-"
"1173","경기도 용인시 수지구 동천동","산151-2","0151","0002","더샵동천이스트포레","84.9571","202506","24","103,500","-","9","개인","개인","2020","수풍로 89","-","중개거래","경기 용인시 수지구","-"
"1174","경기도 용인시 수지구 동천동","산151-2","0151","0002","더샵동천이스트포레","78.2273","202506","24","95,500","-","18","개인","개인","2020","수풍로 89","-","중개거래","경기 용인시 수지구","-"
"1175","경기도 용인시 수지구 동천동","가-","0000","0000","한화포레나수지동천","74.6100","202506","24","87,500","-","17","개인","개인","2022","고기로45번길 40","-","중개거래","경기 용인시 수지구","-"
"1176","경기도 용인시 수지구 동천동","가-","0000","0000","한화포레나수지동천","84.8600","202506","24","94,000","-","6","개인","개인","2022","고기로45번길 40","-","중개거래","경기 용인시 수지구","-"
"1177","경기도 용인시 수지구 동천동","862","0862","0000","동천마을현대홈타운2차","84.9750","202506","24","82,500","-","11","개인","개인","2002","동천로63번길 10","20250912","중개거래","경기 용인시 수지구","-"
"1178","경기도 용인시 수지구 동천동","862","0862","0000","동천마을현대홈타운2차","84.9750","202506","24","82,500","-","11","개인","개인","2002","동천로63번길 10","-","중개거래","경기 용인시 수지구","-"
"1179","경기도 용인시 수지구 신봉동","893","0893","0000","서홍마을4","84.9900","202506","24","76,000","403","10","개인","개인","2004","신봉1로 28","-","중개거래","경기 용인시 수지구","25.08.26"
"1180","경기도 용인시 수지구 죽전동","1329","1329","0000","성현마을우미이노스빌2차","59.9534","202506","24","53,750","-","1","개인","개인","2004","죽전로 143","-","중개거래","경기 용인시 수지구","-"
"1181","경기도 용인시 수지구 죽전동","1182","1182","0000","내대지마을건영캐스빌","84.5773","202506","24","69,400","-","16","개인","개인","2004","죽전로 267","-","중개거래","경기 용인시 수지구","-"
"1182","경기도 용인시 수지구 풍덕천동","1209","1209","0000","e편한세상수지","84.9210","202506","24","129,700","105동","3","개인","개인","2017","포은대로313번길 7-10","-","중개거래","경기 양주시, 경기 용인시 수지구","25.08.25"
"1183","경기도 용인시 수지구 풍덕천동","1018","1018","0000","신정마을극동","134.5830","202506","24","111,500","-","8","개인","개인","2000","정평로 73","-","중개거래","경기 용인시 수지구","-"
"1184","경기도 용인시 수지구 풍덕천동","1112","1112","0000","현대성우8차","59.9900","202506","24","72,000","801","2","개인","개인","1999","풍덕천로 52","-","중개거래","경기 용인시 수지구","25.08.26"
"1185","경기도 용인시 수지구 풍덕천동","1065","1065","0000","신정마을주공1","59.3900","202506","24","87,000","109","13","개인","개인","2000","풍덕천로 91","-","중개거래","경기 용인시 수지구","25.09.15"
"1186","경기도 용인시 수지구 풍덕천동","1065","1065","0000","신정마을주공1","59.3900","202506","24","88,900","110","16","개인","개인","2000","풍덕천로 91","-","중개거래","경기 용인시 수지구","25.08.26"
"1187","경기도 용인시 수지구 풍덕천동","1027","1027","0000","신정마을진흥","84.9900","202506","24","81,000","626","4","개인","개인","1999","풍덕천로 19","-","중개거래","경기 성남시 분당구, 경기 용인시 수지구","25.07.29"
"1188","경기도 용인시 수지구 풍덕천동","698-2","0698","0002","한성","59.5400","202506","24","76,000","109","9","개인","개인","1995","문정로 55","-","중개거래","경기 용인시 수지구","25.07.29"
"1189","경기도 용인시 수지구 성복동","723","0723","0000","벽산첼시빌2차","191.7540","202506","24","86,000","-","15","개인","개인","2002","성복1로 107","-","중개거래","경기 용인시 수지구","-"
"1190","경기도 용인시 수지구 죽전동","1182","1182","0000","내대지마을건영캐스빌","164.9438","202506","23","87,200","707","11","개인","개인","2004","죽전로 267","-","중개거래","경기 성남시 분당구, 경기 용인시 수지구","25.08.22"
"1191","경기도 용인시 수지구 풍덕천동","1186","1186","0000","정자뜰마을태영데시앙2차","84.6587","202506","23","103,000","204","10","개인","개인","2006","풍덕천로22번길 67","-","중개거래","경기 용인시 수지구","25.09.10"
"1192","경기도 용인시 수지구 풍덕천동","691","0691","0000","동부","59.6100","202506","23","56,000","103","1","개인","개인","1995","수지로 323","-","중개거래","경기 용인시 수지구","25.08.18"
"1193","경기도 용인시 수지구 상현동","827","0827","0000","수지금호베스트빌TheEdu","122.8570","202506","23","73,500","-","11","개인","개인","2001","상현로 59","-","중개거래","경기 용인시 수지구","-"
"1194","경기도 용인시 수지구 성복동","726","0726","0000","LG빌리지3","164.2420","202506","23","65,800","302","16","개인","개인","2002","성복2로 126","-","직거래","-","25.06.25"
"1195","경기도 용인시 수지구 성복동","723","0723","0000","벽산첼시빌2차","191.7540","202506","23","62,000","501","3","개인","개인","2002","성복1로 107","-","직거래","-","25.06.24"
"1196","경기도 용인시 수지구 성복동","789","0789","0000","성복역롯데캐슬골드타운","84.9126","202506","23","141,000","-","12","개인","개인","2019","성복2로 10","-","중개거래","경기 용인시 수지구","-"
"1197","경기도 용인시 수지구 성복동","767","0767","0000","버들치마을성복자이2차","157.1150","202506","23","85,000","205","7","개인","개인","2010","성복2로 251","-","직거래","-","25.06.26"
"1198","경기도 용인시 수지구 죽전동","89-1","0089","0001","죽전현대1차","59.9700","202506","23","48,500","104","7","개인","개인","1999","죽전로 244","-","중개거래","경기 용인시 수지구","25.08.12"
"1199","경기도 용인시 수지구 죽전동","1112","1112","0000","중앙하이츠","153.7850","202506","23","88,000","-","4","개인","개인","2001","현암로63번길 2","-","중개거래","경기 용인시 수지구","-"
"1200","경기도 용인시 수지구 죽전동","339","0339","0000","도담마을죽전파크빌","115.9850","202506","23","64,000","-","8","개인","개인","1997","정든로 22","-","중개거래","경기 용인시 수지구","-"
"1201","경기도 용인시 수지구 죽전동","883-1","0883","0001","죽전아이뷰","135.0750","202506","23","75,000","105","10","개인","개인","1999","현암로 3","-","중개거래","경기 용인시 수지구","25.07.29"
"1202","경기도 용인시 수지구 죽전동","1211","1211","0000","새터마을우미린101동","59.9534","202506","23","49,800","101","8","개인","개인","2004","현암로 100-6","-","중개거래","경기 용인시 수지구","25.08.11"
"1203","경기도 용인시 수지구 상현동","866","0866","0000","광교상떼빌파크뷰","106.5200","202506","23","73,500","-","3","개인","개인","2003","상현로 30-10","-","중개거래","경기 용인시 수지구","-"
"1204","경기도 용인시 수지구 동천동","932","0932","0000","래미안이스트팰리스3단지","118.9200","202506","23","117,000","1312","17","개인","개인","2010","동천로135번길 21","-","중개거래","경기 용인시 수지구","25.08.08"
"1205","경기도 용인시 수지구 동천동","가-","0000","0000","동천자이","84.9554","202506","23","101,700","104동","17","개인","개인","2018","고기로 89","-","중개거래","경기 용인시 수지구","25.08.05"
"1206","경기도 용인시 수지구 동천동","가-","0000","0000","동천자이","100.9018","202506","23","104,500","104동","7","개인","개인","2018","고기로 89","-","중개거래","경기 용인시 수지구","25.07.31"
"1207","경기도 용인시 수지구 상현동","1","0001","0000","성복역리버파크","84.9650","202506","23","71,600","-","4","개인","개인","1998","포은대로 298","-","중개거래","경기 용인시 수지구","-"
"1208","경기도 용인시 수지구 상현동","1099","1099","0000","심곡마을광교힐스테이트","134.7183","202506","23","108,500","-","8","개인","개인","2009","수지로 75","-","중개거래","경기 용인시 수지구","-"
"1209","경기도 용인시 수지구 상현동","1134","1134","0000","광교자이더클래스","59.9020","202506","23","113,000","-","8","개인","개인","2012","광교마을로 62","-","중개거래","경기 용인시 수지구","-"
"1210","경기도 용인시 수지구 상현동","828","0828","0000","광교쌍용포레듀엔(2-B)","133.6091","202506","23","73,000","-","19","개인","개인","2001","상현로 30-6","-","중개거래","경기 용인시 수지구","-"
"1211","경기도 용인시 수지구 신봉동","870","0870","0000","신봉마을엘지빌리지5차(A)","164.5170","202506","23","76,000","-","13","개인","개인","2002","신봉1로 112-2","-","중개거래","경기 용인시 수지구","-"
"1212","경기도 용인시 수지구 상현동","827","0827","0000","수지금호베스트빌TheEdu","135.5540","202506","23","76,000","154","7","개인","개인","2001","상현로 59","-","중개거래","경기 부천시 원미구, 경기 용인시 수지구","25.09.01"
"1213","경기도 용인시 수지구 죽전동","414","0414","0000","도담마을7단지뜨리에체","59.9900","202506","22","52,800","-","9","개인","개인","1999","푸른솔로 49","-","중개거래","경기 용인시 수지구","-"
"1214","경기도 용인시 수지구 죽전동","331","0331","0000","도담마을아이파크","59.8200","202506","22","49,300","102","11","개인","개인","1998","대지로 82","-","중개거래","경기 용인시 수지구","25.07.29"
"1215","경기도 용인시 수지구 풍덕천동","1209","1209","0000","e편한세상수지","84.9640","202506","22","126,000","-","5","개인","개인","2017","포은대로313번길 7-10","-","중개거래","경기 성남시 분당구, 경기 용인시 수지구","-"
"1216","경기도 용인시 수지구 풍덕천동","692","0692","0000","보원","59.7210","202506","22","57,000","102","11","개인","개인","1994","수풍로 16","-","중개거래","경기 용인시 수지구","25.07.30"
"1217","경기도 용인시 수지구 풍덕천동","693","0693","0000","삼성1","99.9000","202506","22","82,000","105","7","개인","개인","1994","수풍로 13","-","중개거래","경기 용인시 수지구","25.09.17"
"1218","경기도 용인시 수지구 상현동","1206","1206","0000","포레나 광교상현","84.9133","202506","22","85,500","103동","20","개인","개인","2018","수지로 17","-","중개거래","경기 용인시 수지구","25.07.21"
