"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-09-22 ~ 2025-09-21"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 용인시 수지구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"2485","경기도 용인시 수지구 죽전동","1194","1194","0000","내대지마을우미이노스빌","59.9534","202505","20","47,000","601","10","개인","개인","2004","현암로 134-1","-","중개거래","경기 용인시 수지구","25.07.28"
"2486","경기도 용인시 수지구 풍덕천동","1065","1065","0000","신정마을주공1","59.3900","202505","20","83,000","102","7","개인","개인","2000","풍덕천로 91","-","중개거래","경기 성남시 분당구, 경기 용인시 수지구","25.08.25"
"2487","경기도 용인시 수지구 죽전동","414","0414","0000","도담마을7단지뜨리에체","59.9900","202505","20","50,700","702","15","개인","개인","1999","푸른솔로 49","-","중개거래","경기 용인시 수지구","25.08.06"
"2488","경기도 용인시 수지구 풍덕천동","1065","1065","0000","신정마을주공1","59.3900","202505","20","83,000","102","7","개인","개인","2000","풍덕천로 91","-","중개거래","경기 성남시 분당구, 경기 용인시 수지구","25.08.25"
"2489","경기도 용인시 수지구 죽전동","1110","1110","0000","대지마을죽전현대홈타운2차","79.9171","202505","19","66,800","202","14","개인","개인","2001","현암로 54","-","중개거래","경기 용인시 수지구","25.09.12"
"2490","경기도 용인시 수지구 풍덕천동","700-1","0700","0001","현대","84.5100","202505","19","84,800","104","13","개인","개인","1994","수지로342번길 18","-","중개거래","경기 용인시 수지구","25.08.20"
"2491","경기도 용인시 수지구 풍덕천동","1021","1021","0000","신정마을성지","143.7300","202505","19","98,400","507","19","개인","개인","2000","정평로 61","-","중개거래","경기 용인시 수지구","25.06.27"
"2492","경기도 용인시 수지구 풍덕천동","1183","1183","0000","정자뜰마을태영데시앙1차","84.6580","202505","19","98,000","-","8","개인","개인","2004","수지로 166","20250607","중개거래","경기 용인시 수지구","-"
"2493","경기도 용인시 수지구 풍덕천동","1183","1183","0000","정자뜰마을태영데시앙1차","84.6580","202505","19","98,000","102","8","개인","개인","2004","수지로 166","-","중개거래","경기 용인시 수지구","25.08.29"
"2494","경기도 용인시 수지구 상현동","853","0853","0000","광교상현마을현대","79.3360","202505","19","75,000","-","9","개인","개인","2001","상현로 2","-","중개거래","경기 용인시 수지구","-"
"2495","경기도 용인시 수지구 상현동","99","0099","0000","벽산블루밍","84.9600","202505","19","71,300","106","18","개인","개인","1998","수지로 68","-","중개거래","경기 용인시 수지구","25.09.10"
"2496","경기도 용인시 수지구 상현동","30","0030","0000","진산마을성원상떼빌아파트","84.9600","202505","19","66,700","108","18","개인","개인","1997","진산로 24","-","중개거래","경기 용인시 수지구","25.08.11"
"2497","경기도 용인시 수지구 신봉동","960","0960","0000","광교산자이","101.9050","202505","19","78,300","106","7","개인","개인","2015","신봉2로 93","-","중개거래","경기 용인시 수지구","25.08.20"
"2498","경기도 용인시 수지구 동천동","862","0862","0000","동천마을현대홈타운2차","84.9750","202505","19","84,000","207","21","개인","개인","2002","동천로63번길 10","-","중개거래","경기 용인시 수지구","25.07.25"
"2499","경기도 용인시 수지구 동천동","930","0930","0000","동천파크자이","61.8481","202505","19","74,000","101동","3","개인","개인","2019","동천로153번길 79","-","중개거래","경기 용인시 수지구","25.08.08"
"2500","경기도 용인시 수지구 동천동","BL-","0000","0000","동천센트럴자이","77.7259","202505","19","101,500","208","14","개인","개인","2019","고기로45번길 40-18","-","중개거래","경기 용인시 수지구","25.08.26"
"2501","경기도 용인시 수지구 성복동","758","0758","0000","버들치마을성복자이1차","134.8590","202505","19","90,000","103","19","개인","개인","2010","성복1로164번길 20","-","직거래","-","25.05.19"
"2502","경기도 용인시 수지구 성복동","762","0762","0000","성복센트럴자이","134.0460","202505","19","93,000","207","13","개인","개인","2010","성복2로 184","-","중개거래","경기 용인시 수지구","25.08.29"
"2503","경기도 용인시 수지구 성복동","762","0762","0000","성복센트럴자이","134.0460","202505","19","93,000","-","13","개인","개인","2010","성복2로 184","20250618","중개거래","경기 용인시 수지구","-"
"2504","경기도 용인시 수지구 성복동","780","0780","0000","성복아이파크","84.8910","202505","19","72,000","103","12","개인","개인","2012","성복1로 222","-","중개거래","경기 용인시 수지구","25.08.29"
"2505","경기도 용인시 수지구 죽전동","1182","1182","0000","내대지마을건영캐스빌","110.3495","202505","19","82,500","703","15","개인","개인","2004","죽전로 267","-","중개거래","경기 용인시 수지구","25.08.11"
"2506","경기도 용인시 수지구 죽전동","1235","1235","0000","성현마을반도유보라","141.2420","202505","19","69,500","-","5","개인","개인","2004","죽전로193번길 35","-","중개거래","경기 용인시 수지구","-"
"2507","경기도 용인시 수지구 죽전동","1216","1216","0000","새터마을모아미래도","59.9700","202505","19","58,700","303","15","개인","개인","2005","대지로 127","-","중개거래","경기 용인시 기흥구, 경기 용인시 수지구","25.07.31"
"2508","경기도 용인시 수지구 상현동","99","0099","0000","벽산블루밍","84.9600","202505","18","68,700","103","7","개인","개인","1998","수지로 68","-","중개거래","경기 용인시 수지구","25.09.10"
"2509","경기도 용인시 수지구 상현동","1134","1134","0000","광교자이더클래스","59.9300","202505","18","107,500","-","15","개인","개인","2012","광교마을로 62","-","중개거래","경기 용인시 수지구","-"
"2510","경기도 용인시 수지구 동천동","914","0914","0000","동천디이스트","84.9110","202505","18","83,700","509","1","개인","개인","2007","동천로 64","-","중개거래","경기 광주시, 경기 용인시 수지구","25.09.05"
"2511","경기도 용인시 수지구 동천동","가-","0000","0000","한화포레나수지동천","84.8600","202505","18","93,500","101동","23","개인","개인","2022","고기로45번길 40","-","중개거래","경기 용인시 수지구, 서울 서초구","25.07.18"
"2512","경기도 용인시 수지구 신봉동","893","0893","0000","서홍마을4","84.9900","202505","18","75,000","401","5","개인","개인","2004","신봉1로 28","-","중개거래","경기 용인시 수지구","25.07.31"
"2513","경기도 용인시 수지구 죽전동","1165","1165","0000","새터마을죽전힐스테이트","84.9959","202505","18","70,000","704","13","개인","개인","2004","현암로125번길 11","-","중개거래","경기 고양시 덕양구, 경기 용인시 수지구","25.09.05"
"2514","경기도 용인시 수지구 상현동","96-1","0096","0001","풍산아파트","59.5800","202505","18","54,500","-","10","개인","개인","1997","수지로78번길 20","20250602","중개거래","경기 용인시 수지구","-"
"2515","경기도 용인시 수지구 상현동","96-1","0096","0001","풍산아파트","59.5800","202505","18","55,000","104","3","개인","개인","1997","수지로78번길 20","-","중개거래","경기 용인시 수지구","25.07.25"
"2516","경기도 용인시 수지구 풍덕천동","691","0691","0000","동부","59.6100","202505","18","61,800","104","16","개인","개인","1995","수지로 323","-","중개거래","경기 용인시 수지구","25.07.30"
"2517","경기도 용인시 수지구 풍덕천동","692","0692","0000","보원","59.7210","202505","18","55,000","101","8","개인","개인","1994","수풍로 16","-","중개거래","경기 용인시 수지구","25.09.04"
"2518","경기도 용인시 수지구 죽전동","855","0855","0000","벽산블루밍3단지(301동)","59.9600","202505","17","57,000","301","1","개인","개인","1997","용구대로2801번길 16","-","중개거래","경기 용인시 수지구","25.08.25"
"2519","경기도 용인시 수지구 풍덕천동","700-1","0700","0001","현대","84.5100","202505","17","87,000","105","14","개인","개인","1994","수지로342번길 18","-","중개거래","경기 용인시 수지구","25.08.19"
"2520","경기도 용인시 수지구 풍덕천동","1112","1112","0000","현대성우8차","59.9900","202505","17","66,000","802","2","개인","개인","1999","풍덕천로 52","-","중개거래","경기 성남시 중원구, 경기 용인시 수지구","25.07.28"
"2521","경기도 용인시 수지구 풍덕천동","1112","1112","0000","현대성우8차","59.9900","202505","17","63,500","803","1","개인","개인","1999","풍덕천로 52","-","중개거래","경기 용인시 수지구","25.08.28"
"2522","경기도 용인시 수지구 풍덕천동","1021","1021","0000","신정마을성지","143.7300","202505","17","106,500","507","7","개인","개인","2000","정평로 61","-","중개거래","경기 용인시 수지구","25.08.01"
"2523","경기도 용인시 수지구 풍덕천동","1014","1014","0000","신정마을현대프라임","117.6800","202505","17","105,000","206","4","개인","개인","2000","정평로 89","-","중개거래","경기 용인시 수지구","25.08.08"
"2524","경기도 용인시 수지구 풍덕천동","698-2","0698","0002","한성","59.5400","202505","17","73,500","109","5","개인","개인","1995","문정로 55","-","중개거래","경기 용인시 수지구","25.07.30"
"2525","경기도 용인시 수지구 성복동","760","0760","0000","버들치마을성복힐스테이트3차","167.5760","202505","17","92,000","307","6","개인","개인","2010","성복2로 220","-","중개거래","경기 용인시 수지구","25.07.01"
"2526","경기도 용인시 수지구 성복동","789","0789","0000","성복역롯데캐슬골드타운","84.9126","202505","17","134,500","104동","19","개인","개인","2019","성복2로 10","-","중개거래","경기 용인시 수지구","25.07.30"
"2527","경기도 용인시 수지구 상현동","867","0867","0000","성복역금호베스트빌","84.7890","202505","17","83,000","505","17","개인","개인","2002","심곡로 16","-","중개거래","경기 용인시 수지구","25.09.09"
"2528","경기도 용인시 수지구 상현동","867","0867","0000","성복역금호베스트빌","101.9950","202505","17","83,000","506","2","개인","개인","2002","심곡로 16","-","중개거래","경기 용인시 수지구","25.09.10"
"2529","경기도 용인시 수지구 상현동","861","0861","0000","만현마을8단지두산위브","188.9900","202505","17","74,635","808","4","개인","개인","2002","만현로 127","-","중개거래","경기 용인시 수지구","25.07.22"
"2530","경기도 용인시 수지구 상현동","853","0853","0000","광교상현마을현대","79.3360","202505","17","75,000","-","9","개인","개인","2001","상현로 2","-","중개거래","경기 용인시 수지구","-"
"2531","경기도 용인시 수지구 상현동","853","0853","0000","광교상현마을현대","79.3360","202505","17","75,000","-","9","개인","개인","2001","상현로 2","20250721","중개거래","경기 용인시 수지구","-"
"2532","경기도 용인시 수지구 상현동","99","0099","0000","벽산블루밍","59.9550","202505","17","64,000","101","14","개인","개인","1998","수지로 68","-","중개거래","경기 용인시 수지구","25.08.22"
"2533","경기도 용인시 수지구 상현동","1","0001","0000","성복역리버파크","59.7600","202505","17","62,000","101","8","개인","개인","1998","포은대로 298","-","중개거래","경기 용인시 수지구","25.08.29"
"2534","경기도 용인시 수지구 상현동","869","0869","0000","만현마을9단지엘지자이","84.7831","202505","17","66,000","908","9","개인","개인","2003","만현로133번길 33","-","중개거래","경기 용인시 수지구","25.08.25"
"2535","경기도 용인시 수지구 상현동","869","0869","0000","만현마을9단지엘지자이","84.7831","202505","17","66,000","-","9","개인","개인","2003","만현로133번길 33","20250517","중개거래","경기 용인시 수지구","-"
"2536","경기도 용인시 수지구 상현동","1206","1206","0000","포레나 광교상현","84.6818","202505","17","85,800","-","6","개인","개인","2018","수지로 17","-","중개거래","경기 용인시 수지구","-"
"2537","경기도 용인시 수지구 상현동","1204","1204","0000","광교레이크포레","84.9640","202505","17","67,900","101동","3","개인","개인","2017","광교호수로 431","-","중개거래","경기 용인시 수지구","25.07.25"
"2538","경기도 용인시 수지구 상현동","1115","1115","0000","광교경남아너스빌","84.9820","202505","17","114,000","4304","19","개인","개인","2011","광교마을로 2","-","중개거래","경기 용인시 수지구","25.09.17"
"2539","경기도 용인시 수지구 상현동","1099","1099","0000","심곡마을광교힐스테이트","134.7183","202505","17","107,000","204","7","개인","개인","2009","수지로 75","-","중개거래","경기 용인시 수지구","25.08.20"
"2540","경기도 용인시 수지구 성복동","789","0789","0000","성복역롯데캐슬골드타운","84.9126","202505","17","127,200","109동","5","개인","개인","2019","성복2로 10","-","중개거래","경기 용인시 수지구, 서울 강동구","25.08.14"
"2541","경기도 용인시 수지구 성복동","819","0819","0000","성복역롯데캐슬클라시엘","84.9500","202505","17","104,500","212","12","개인","개인","2021","성복1로 35","-","중개거래","경기 용인시 수지구","25.08.14"
"2542","경기도 용인시 수지구 성복동","90","0090","0000","성동마을엘지빌리지2차","134.3870","202505","17","115,000","205","14","개인","개인","2001","수지로113번길 15","-","중개거래","경기 용인시 수지구","25.09.16"
"2543","경기도 용인시 수지구 신봉동","893","0893","0000","서홍마을4","84.9900","202505","17","79,300","404","9","개인","개인","2004","신봉1로 28","-","중개거래","경기 용인시 수지구","25.07.31"
"2544","경기도 용인시 수지구 신봉동","905","0905","0000","우남퍼스트빌","39.5619","202505","17","39,700","507","15","개인","개인","2004","신봉1로 27","-","중개거래","경기 용인시 수지구","25.08.08"
"2545","경기도 용인시 수지구 동천동","914","0914","0000","동천디이스트","84.9110","202505","17","89,000","508","22","개인","개인","2007","동천로 64","-","중개거래","경기 용인시 수지구","25.09.05"
"2546","경기도 용인시 수지구 동천동","914","0914","0000","동천디이스트","84.9110","202505","17","84,500","506","25","개인","개인","2007","동천로 64","-","중개거래","경기 용인시 수지구","25.06.12"
"2547","경기도 용인시 수지구 동천동","932","0932","0000","래미안이스트팰리스3단지","172.9500","202505","17","134,000","1306","5","개인","개인","2010","동천로135번길 21","-","중개거래","경기 용인시 수지구, 서울 관악구","25.09.11"
"2548","경기도 용인시 수지구 동천동","969","0969","0000","동천파크뷰","18.6900","202505","17","10,500","동천파크뷰","8","개인","개인","2014","신수로783번길 36","-","중개거래","경기 용인시 수지구","25.06.24"
"2549","경기도 용인시 수지구 동천동","가-","0000","0000","동천자이","84.8050","202505","17","102,000","105동","29","개인","개인","2018","고기로 89","-","중개거래","경기 성남시 수정구","25.05.27"
"2550","경기도 용인시 수지구 동천동","911","0911","0000","동천마을영풍아파트","84.8190","202505","17","66,500","101","13","개인","개인","2003","신수로783번길 22","-","중개거래","경기 용인시 수지구","25.07.07"
"2551","경기도 용인시 수지구 동천동","862","0862","0000","동천마을현대홈타운2차","84.9750","202505","17","85,000","208","15","개인","개인","2002","동천로63번길 10","-","중개거래","경기 용인시 수지구","25.07.25"
"2552","경기도 용인시 수지구 동천동","862","0862","0000","동천마을현대홈타운2차","84.9750","202505","17","80,500","-","10","개인","개인","2002","동천로63번길 10","20250520","중개거래","경기 용인시 수지구","-"
"2553","경기도 용인시 수지구 죽전동","1003-8","1003","0008","현암마을동성2차","84.9900","202505","17","76,300","-","10","개인","개인","1999","용구대로 2720","-","중개거래","경기 용인시 수지구","-"
"2554","경기도 용인시 수지구 죽전동","1216","1216","0000","새터마을모아미래도","59.9700","202505","17","57,000","303","11","개인","개인","2005","대지로 127","-","중개거래","경기 용인시 수지구","25.07.15"
"2555","경기도 용인시 수지구 죽전동","1262","1262","0000","도담마을한양수자인","59.9756","202505","17","50,300","401","1","개인","개인","2004","푸른솔로 76","-","중개거래","경기 용인시 수지구","25.06.20"
"2556","경기도 용인시 수지구 풍덕천동","1112","1112","0000","현대성우8차","59.9900","202505","17","75,500","802","16","개인","개인","1999","풍덕천로 52","-","중개거래","경기 용인시 수지구","25.08.29"
"2557","경기도 용인시 수지구 풍덕천동","663-1","0663","0001","수지삼성4차","59.7600","202505","17","57,500","109","2","개인","개인","1994","수풍로 90","-","중개거래","경기 용인시 수지구","25.07.30"
"2558","경기도 용인시 수지구 풍덕천동","504-10","0504","0010","수지에듀파크(SUJI-EDUPARK)","84.8650","202505","17","66,500","101","7","개인","개인","1999","정평로13번길 20","-","중개거래","경기 용인시 수지구","25.08.29"
"2559","경기도 용인시 수지구 풍덕천동","691","0691","0000","동부","59.6100","202505","17","59,990","102","7","개인","개인","1995","수지로 323","-","중개거래","경기 용인시 수지구","25.08.27"
"2560","경기도 용인시 수지구 풍덕천동","1183","1183","0000","정자뜰마을태영데시앙1차","84.6580","202505","17","86,700","-","2","개인","개인","2004","수지로 166","-","중개거래","경기 용인시 수지구","-"
"2561","경기도 용인시 수지구 풍덕천동","1223","1223","0000","수지파크푸르지오","59.6524","202505","17","95,500","104동","21","개인","개인","2019","풍덕천로171번길 9","-","중개거래","경기 용인시 수지구","25.08.19"
"2562","경기도 용인시 수지구 풍덕천동","1223","1223","0000","수지파크푸르지오","59.6524","202505","17","93,800","105동","4","개인","개인","2019","풍덕천로171번길 9","-","중개거래","경기 용인시 수지구","25.07.30"
"2563","경기도 용인시 수지구 풍덕천동","1209","1209","0000","e편한세상수지","84.9210","202505","17","131,500","-","27","개인","개인","2017","포은대로313번길 7-10","-","중개거래","경기 용인시 수지구","-"
"2564","경기도 용인시 수지구 풍덕천동","1191","1191","0000","수지진산마을푸르지오","84.9570","202505","17","81,000","106","3","개인","개인","2012","진산로34번길 24","-","중개거래","경기 용인시 수지구","25.09.05"
"2565","경기도 용인시 수지구 풍덕천동","1186","1186","0000","정자뜰마을태영데시앙2차","84.6587","202505","17","95,500","202","8","개인","개인","2006","풍덕천로22번길 67","-","중개거래","경기 용인시 수지구","25.06.30"
"2566","경기도 용인시 수지구 죽전동","산27-1","0027","0001","e편한세상죽전프리미어포레","84.3672","202505","17","74,000","102동","5","개인","개인","2024","대지로 187","-","중개거래","경기 용인시 수지구","25.08.28"
"2567","경기도 용인시 수지구 신봉동","905","0905","0000","우남퍼스트빌","59.9524","202505","17","66,000","506","2","개인","개인","2004","신봉1로 27","-","중개거래","경기 용인시 수지구","25.08.29"
"2568","경기도 용인시 수지구 죽전동","1003-8","1003","0008","현암마을동성2차","60.0000","202505","17","58,000","105","12","개인","개인","1999","용구대로 2720","-","중개거래","경기 용인시 수지구","25.06.26"
"2569","경기도 용인시 수지구 죽전동","1262","1262","0000","도담마을한양수자인","59.9756","202505","16","57,000","401","14","개인","개인","2004","푸른솔로 76","-","중개거래","경기 용인시 기흥구, 경기 용인시 수지구","25.08.29"
"2570","경기도 용인시 수지구 성복동","760","0760","0000","버들치마을성복힐스테이트3차","153.2490","202505","16","88,000","305","4","개인","개인","2010","성복2로 220","-","중개거래","경기 용인시 수지구","25.06.27"
"2571","경기도 용인시 수지구 성복동","759","0759","0000","버들치마을성복힐스테이트2차","126.4890","202505","16","94,700","203","7","개인","개인","2010","성복1로164번길 13","-","중개거래","경기 용인시 수지구","25.07.11"
"2572","경기도 용인시 수지구 성복동","759","0759","0000","버들치마을성복힐스테이트2차","126.4890","202505","16","94,700","203","7","개인","개인","2010","성복1로164번길 13","-","중개거래","경기 용인시 수지구","25.07.11"
"2573","경기도 용인시 수지구 성복동","819","0819","0000","성복역롯데캐슬클라시엘","84.9100","202505","16","96,000","212","3","개인","개인","2021","성복1로 35","-","중개거래","경기 용인시 수지구","25.08.01"
"2574","경기도 용인시 수지구 죽전동","331","0331","0000","도담마을아이파크","59.9100","202505","16","53,300","102","14","개인","개인","1998","대지로 82","-","중개거래","경기 성남시 분당구, 경기 용인시 수지구","25.08.29"
"2575","경기도 용인시 수지구 죽전동","453-1","0453","0001","한신","59.9600","202505","16","56,900","101","5","개인","개인","1998","대지로 27","-","중개거래","경기 용인시 수지구","25.08.27"
"2576","경기도 용인시 수지구 상현동","858","0858","0000","만현마을5단지아이파크","99.9125","202505","16","78,800","503","2","개인","개인","2002","만현로 79","-","중개거래","경기 용인시 수지구","25.09.05"
"2577","경기도 용인시 수지구 상현동","1113","1113","0000","광교더힐","101.7200","202505","16","109,500","4507","10","개인","개인","2014","광교마을로 11","-","중개거래","경기 용인시 수지구","25.09.04"
"2578","경기도 용인시 수지구 상현동","1099","1099","0000","심곡마을광교힐스테이트","101.0939","202505","16","94,000","211","5","개인","개인","2009","수지로 75","-","중개거래","경기 용인시 수지구","25.09.10"
"2579","경기도 용인시 수지구 신봉동","976","0976","0000","신봉동일하이빌4단지","132.6640","202505","16","87,500","413","21","개인","개인","2010","신봉3로12번길 9","-","중개거래","경기 용인시 수지구","25.08.14"
"2580","경기도 용인시 수지구 풍덕천동","1112","1112","0000","현대성우8차","59.9900","202505","16","72,000","802","15","개인","개인","1999","풍덕천로 52","-","중개거래","경기 용인시 수지구","25.08.22"
"2581","경기도 용인시 수지구 풍덕천동","1021","1021","0000","신정마을성지","99.3300","202505","16","96,000","504","16","개인","개인","2000","정평로 61","-","중개거래","경기 용인시 기흥구, 경기 용인시 수지구","25.08.20"
"2582","경기도 용인시 수지구 풍덕천동","1104","1104","0000","용인수지신정마을9단지","49.2600","202505","16","66,000","905","13","개인","개인","2000","풍덕천로 76","-","중개거래","경기 용인시 수지구","25.07.22"
"2583","경기도 용인시 수지구 풍덕천동","698-2","0698","0002","한성","59.5400","202505","16","71,500","104","12","개인","법인","1995","문정로 55","-","중개거래","경기 용인시 수지구","25.05.30"
"2584","경기도 용인시 수지구 풍덕천동","698-2","0698","0002","한성","59.5400","202505","16","71,700","102","12","개인","개인","1995","문정로 55","-","중개거래","경기 용인시 수지구","25.09.15"
"2585","경기도 용인시 수지구 동천동","가-","0000","0000","동천자이","74.8994","202505","16","89,800","103동","17","개인","개인","2018","고기로 89","-","중개거래","경기 용인시 수지구","25.08.19"
"2586","경기도 용인시 수지구 죽전동","1003-8","1003","0008","현암마을동성2차","134.8800","202505","16","78,500","-","1","개인","개인","1999","용구대로 2720","-","중개거래","경기 성남시 분당구, 경기 용인시 수지구","-"
"2587","경기도 용인시 수지구 성복동","753","0753","0000","버들치마을경남아너스빌1차","84.9362","202505","15","67,000","101","6","개인","개인","2007","성복1로 157","-","중개거래","경기 용인시 수지구","25.06.27"
"2588","경기도 용인시 수지구 성복동","759","0759","0000","버들치마을성복힐스테이트2차","153.2490","202505","15","96,000","-","18","개인","개인","2010","성복1로164번길 13","20250529","중개거래","경기 용인시 수지구","-"
"2589","경기도 용인시 수지구 성복동","767","0767","0000","버들치마을성복자이2차","124.8580","202505","15","82,000","212","5","개인","개인","2010","성복2로 251","-","중개거래","경기 용인시 수지구","25.09.04"
"2590","경기도 용인시 수지구 풍덕천동","1112","1112","0000","현대성우8차","59.9900","202505","15","76,000","810","17","개인","개인","1999","풍덕천로 52","-","중개거래","경기 용인시 수지구","25.08.26"
"2591","경기도 용인시 수지구 풍덕천동","693","0693","0000","삼성1","134.9700","202505","15","77,500","101","5","개인","개인","1994","수풍로 13","-","중개거래","경기 용인시 수지구","25.06.20"
"2592","경기도 용인시 수지구 풍덕천동","1167","1167","0000","진산마을삼성5차","114.0019","202505","15","109,000","521","7","개인","개인","2003","진산로66번길 10","-","중개거래","경기 용인시 수지구","25.06.27"
"2593","경기도 용인시 수지구 풍덕천동","1167","1167","0000","진산마을삼성5차","83.8821","202505","15","102,500","507","11","개인","개인","2003","진산로 90","-","중개거래","경기 용인시 수지구","25.06.25"
"2594","경기도 용인시 수지구 풍덕천동","1209","1209","0000","e편한세상수지","84.7170","202505","15","124,800","110동","5","개인","개인","2017","포은대로313번길 7-10","-","중개거래","경기 용인시 수지구","25.07.31"
"2595","경기도 용인시 수지구 상현동","1206","1206","0000","포레나 광교상현","84.9133","202505","15","80,700","108동","8","개인","개인","2018","수지로 17","-","중개거래","경기 용인시 수지구","25.06.11"
"2596","경기도 용인시 수지구 상현동","832","0832","0000","상현마을금호베스트빌2단지","175.1930","202505","15","79,500","255","7","개인","개인","2001","상현로 58","-","중개거래","경기 용인시 수지구","25.08.08"
"2597","경기도 용인시 수지구 상현동","1","0001","0000","성복역리버파크","84.9650","202505","15","68,800","104","17","개인","개인","1998","포은대로 298","-","중개거래","경기 용인시 수지구","25.07.16"
"2598","경기도 용인시 수지구 상현동","30","0030","0000","진산마을성원상떼빌아파트","84.9600","202505","15","64,500","104","16","개인","개인","1998","진산로 24","-","중개거래","경기 용인시 수지구","25.06.20"
"2599","경기도 용인시 수지구 상현동","851","0851","0000","상현마을현대성우1차","135.0699","202505","15","91,000","295","10","개인","개인","2001","상현로 100","-","중개거래","경기 용인시 수지구","25.08.22"
"2600","경기도 용인시 수지구 성복동","167","0167","0000","성복역KCC스위첸","84.9800","202505","15","77,000","103","20","개인","개인","2019","성복1로 62","-","중개거래","경기 용인시 기흥구, 경기 용인시 수지구","25.07.24"
"2601","경기도 용인시 수지구 동천동","859","0859","0000","동천마을현대홈타운1차","84.9660","202505","15","83,700","102","5","개인","개인","2002","수지로 487","-","중개거래","경기 용인시 수지구","25.06.05"
"2602","경기도 용인시 수지구 동천동","859","0859","0000","동천마을현대홈타운1차","84.9660","202505","15","82,800","103","2","개인","개인","2002","수지로 487","-","중개거래","경기 성남시 분당구, 경기 용인시 수지구","25.09.12"
"2603","경기도 용인시 수지구 동천동","862","0862","0000","동천마을현대홈타운2차","84.9750","202505","15","79,300","206","3","개인","개인","2002","동천로63번길 10","-","중개거래","경기 용인시 수지구","25.08.29"
"2604","경기도 용인시 수지구 동천동","862","0862","0000","동천마을현대홈타운2차","84.9750","202505","15","79,300","206","3","개인","개인","2002","동천로63번길 10","-","중개거래","경기 용인시 수지구","25.08.29"
"2605","경기도 용인시 수지구 동천동","산151-2","0151","0002","더샵동천이스트포레","108.5024","202505","15","120,000","107동","16","개인","개인","2020","수풍로 89","-","중개거래","경기 용인시 수지구","25.07.30"
"2606","경기도 용인시 수지구 동천동","914","0914","0000","동천디이스트","84.9110","202505","15","94,000","-","5","개인","개인","2007","동천로 64","-","중개거래","경기 용인시 수지구","-"
"2607","경기도 용인시 수지구 풍덕천동","1112","1112","0000","현대성우8차","59.9900","202505","15","76,000","810","17","개인","개인","1999","풍덕천로 52","-","중개거래","경기 용인시 수지구","25.08.26"
"2608","경기도 용인시 수지구 풍덕천동","664","0664","0000","풍림아파트","59.7600","202505","15","48,000","105","7","개인","개인","1994","문인로 59","-","직거래","-","25.05.26"
"2609","경기도 용인시 수지구 상현동","851","0851","0000","상현마을현대성우1차","135.0699","202505","15","91,000","295","10","개인","개인","2001","상현로 100","-","중개거래","경기 용인시 수지구","25.08.22"
"2610","경기도 용인시 수지구 상현동","851","0851","0000","상현마을현대성우1차","84.7329","202505","15","68,500","296","9","개인","개인","2001","상현로 100","-","중개거래","경기 용인시 수지구","25.08.22"
"2611","경기도 용인시 수지구 성복동","723","0723","0000","벽산첼시빌2차","133.1480","202505","15","70,000","502","13","개인","개인","2002","성복1로 107","-","중개거래","경기 용인시 수지구","25.07.10"
"2612","경기도 용인시 수지구 상현동","858","0858","0000","만현마을5단지아이파크","99.9125","202505","15","74,750","506","2","개인","개인","2002","만현로 79","-","중개거래","경기 용인시 수지구","25.07.31"
"2613","경기도 용인시 수지구 상현동","867","0867","0000","성복역금호베스트빌","84.7890","202505","15","80,000","505","9","개인","개인","2002","심곡로 16","-","중개거래","경기 성남시 수정구, 경기 용인시 수지구","25.09.05"
"2614","경기도 용인시 수지구 풍덕천동","700-1","0700","0001","현대","84.5100","202505","15","87,500","105","5","개인","개인","1994","수지로342번길 18","-","중개거래","경기 용인시 수지구","25.08.22"
"2615","경기도 용인시 수지구 신봉동","911","0911","0000","신봉마을자이2차","134.9600","202505","15","52,500","204","5","개인","개인","2005","신봉2로 72","-","직거래","-","25.05.15"
"2616","경기도 용인시 수지구 신봉동","873","0873","0000","신봉마을LG자이1차","83.2780","202505","15","63,300","-","16","개인","개인","2004","신봉2로 26","-","중개거래","경기 수원시 영통구, 경기 용인시 수지구","-"
"2617","경기도 용인시 수지구 성복동","723","0723","0000","벽산첼시빌2차","133.1480","202505","15","70,000","502","13","개인","개인","2002","성복1로 107","-","중개거래","경기 용인시 수지구","25.07.10"
